seismic_low_energy,seismic_mid_energy,seismic_high_energy,seismic_peak_freq,seismic_rms,seismic_centroid,seismic_variance,seismic_zcr,seismic_peak_count,seismic_kurtosis,sound_low_energy,sound_mid_energy,sound_high_energy,sound_peak_freq,sound_rms,sound_centroid,sound_variance,sound_zcr,sound_peak_count,sound_kurtosis,label
54760.78554416723,24084.340677009695,4934.069356975162,0.0,14.545935546003967,126.84956641628698,3231.6068725585938,0.0,32,12.255268484099682,10267.524599618857,6383.671880380019,2747.179374207038,0.0,24.08058445827102,26.021475505820188,123.02972412109375,0.0,39,3.160675468708433,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
54989.686961759755,23805.654492863574,5173.9976575172495,0.0,14.673575520700338,127.11029597853197,3238.396224975586,0.0,32,12.152684243918548,10290.707299141754,6387.019689979653,2721.661839261093,0.0,24.008932263349184,26.0383581231613,122.98875427246094,0.0,39,3.158015126328483,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55181.0342172853,23684.2583314326,5025.462019792916,0.0,14.46502243468031,127.34724305025217,3242.6865234375,0.0,32,12.07198533192457,10382.649456479134,6335.448942915058,2985.9211270877554,0.0,24.864220570609472,26.12223370521748,123.67662048339844,0.0,40,3.115265029595228,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55332.25694882093,23671.081596622713,4913.541867203347,0.0,14.454421021715893,127.56152008442828,3244.7508392333984,0.0,30,12.010922678069846,10745.990311981957,7204.416296714843,4814.895162284167,0.0,31.045946373869413,26.704546663442912,140.50286865234375,0.0,39,6.133266116942016,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55449.82665234381,23619.172631490263,4915.244446233955,0.0,14.421333994928862,127.76560875779522,3245.0906829833984,0.0,30,11.963369267724339,11045.750698378299,8053.0450829925585,3555.1484951023613,0.0,26.8801912930035,27.075271235945173,149.5458984375,0.0,37,6.331150623241802,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55526.80505774308,23535.014202975683,4912.253383654021,0.0,14.354740790466998,127.94939185084078,3244.6903686523438,0.0,30,11.925205629778576,11223.593012217343,8034.602246664005,3225.5182167360426,0.0,26.17264440422165,27.2805161699701,154.26800537109375,0.0,38,6.137568933296684,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55568.813860354094,23451.45738418542,4841.5613609324455,0.0,14.271401323049403,128.11458799157106,3243.0955657958984,0.0,30,11.898880420322337,11330.324801488781,7720.159388145399,3293.0033484984406,0.0,25.68380106787371,27.37806775048232,155.60838317871094,0.0,39,6.0196880836151285,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55581.93202234259,23405.708318758312,4839.424650684925,0.0,14.296365979895551,128.27255223254116,3240.5247650146484,0.0,30,11.880429343011402,11433.392088050452,7463.6496923729455,3439.124405306183,0.0,25.892621873179706,27.472287172712797,156.771240234375,0.0,40,5.914381266480523,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55570.03593825212,23374.622727214253,4691.302923492857,0.0,14.117205090740875,128.41062675067045,3237.3222045898438,0.0,30,11.870470098809035,11495.42874023846,7441.591812066114,3299.0539119468376,0.0,25.5608688043062,27.52122760252529,156.97654724121094,0.0,39,5.8803876356948,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55539.872667830765,23321.46541626052,4771.706017501434,0.0,14.151644524192493,128.5321731367287,3233.4546966552734,0.0,30,11.868438300906973,11486.853347419119,7449.823981691439,3314.634160111214,0.0,25.606931133033104,27.51356199676807,156.93748474121094,0.0,39,5.886252656377796,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
